nid	tags	Level And Grammar Point	Link	Connected Grammar Points from jlptsensei (optional)	Notes	construction	examplesentences	title audio	construction audio	examplesentences audio	regexpattern
1778079059060	minlong3 minlong4 minlong5 minlong6 N3	3: ～んじゃなかった (I shouldn't have...)		[3:ばいい (should; can; it’d be good if ~)|nid1775895481052]	<div>Im Japanischen drückt man Reue oft indirekt aus. Anstatt ein langes „Ich bereue, dass...“ zu formulieren, stellt man die Tatsache einfach als etwas dar, das eigentlich nicht hätte passieren dürfen.</div><div>Es gibt zwei Hauptvarianten:</div><ul><li><div><b>Negatives Bereuen:</b> Du hast etwas getan und wünschst dir, du hättest es gelassen.</div><ul><li><div><i>Beispiel:</i> <b>Taberu n'ja nakatta.</b> (Ich hätte das nicht essen sollen – jetzt ist mir schlecht.)</div></li></ul></li><li><div><b>Positives Bereuen:</b> Du hast etwas <i>nicht</i> getan und wünschst dir, du hättest es getan.</div><ul><li><div>Dafür nutzt man die negative Form des Verbs: <code>Verb (nai-Form) + n'ja nakatta</code>.</div></li><li><div><i>Beispiel:</i> <b>Motto benkyō suru n'ja nakatta.</b> (Halt, stop! Das wäre „Ich hätte nicht mehr lernen sollen“. Richtig ist:)</div></li><li><div><b>Motto benkyō sureba yokatta.</b> (Für positive Reue nutzt man meistens eher die <i>~ba yokatta</i> Form. Bleiben wir für diesen Aufbau also erst einmal beim negativen Bedauern.)</div></li></ul></li></ul>	"<table class=""table table-bordered table-sm usage"">
  <tbody>
    <tr>
      <td>Verb (Dictionary Form)</td>
      <td rowspan=""4"">ん / の</td>
      <td rowspan=""4"">じゃなかった</td>
    </tr>
    <tr>
      <td>Noun + な</td>
    </tr>
    <tr>
      <td>な-adj + な</td>
    </tr>
    <tr>
      <td>い-adj</td>
    </tr>
  </tbody>
</table>"	"<div>JP: あんなこと、言うんじゃなかった。
EN: I shouldn't have said such a thing.</div><div>JP: 食べ過ぎるんじゃなかった。お腹が痛い。
EN: I shouldn't have overeaten. My stomach hurts.</div><div>JP: この靴を買うんじゃなかった。全然足に合わない。
EN: I shouldn't have bought these shoes. They don't fit at all.</div><div>JP: 昨夜はあんなに遅くまで起きているんじゃなかった。
EN: I shouldn't have stayed up so late last night.</div><div>JP: 彼に貸すんじゃなかった。返してくれない。
EN: I shouldn't have lent it to him. He won't give it back.</div><div>JP: 実行委員なんてやるんじゃなかった。忙しすぎるよ。
EN: I shouldn't have joined the organizing committee. It's way too busy.</div><div>JP: 映画を見に行くんじゃなかった。本当につまらなかった。
EN: I shouldn't have gone to see the movie. It was really boring.</div><div>JP: あまりお酒を飲むんじゃなかった。
EN: I shouldn't have drunk so much alcohol.</div><div>JP: 一人で行くんじゃなかった。怖かった。
EN: I shouldn't have gone alone. It was scary.</div>"	[sound:dialog_20260506_234556.mp3]	[sound:dialog_20260506_234839.mp3]	[sound:eqpor826ze.mp3]<br>[sound:dialog_20260506_234909.mp3]	(?:ん|の)?じゃなかった
1780816204473	minlong3 minlong4 minlong5 N4 secondfilter SuddenActions そうexpressions	3:そうになる(「(completion of state/action) almost occured/happened」almost; on the verge of; about to ~)		[3:そうになる(almost; on the verge of; about to ~)|nid1780816204473][4:そうだ~ (looks like; appears like; seeming ~)|nid1775895481586] [4:みたいだ (like; similar to; resembling ~)|nid1775895481303] [4:に見える (to look; to seem; to appear)|nid1775895481420] [4:そうだ.. (I heard that; it is said that ~)|nid1775895481585] [4:そうに/そうな/ (seems like; looks like ~)|nid1775895481589] [4:と聞いた (I heard...)|nid1775895481709] [3:とみえる/とみえて/ (it seems that ~)|nid1775895481711] [4:ようだ (appears; seems; looks as if ~)|nid1775895481798] [4:ように・ような/ (like; as; similar to ~)|nid1775895481806] [3:ように見える (to look; to seem; to appear ~)|nid1775895481807]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td rowspan=""2"">そうになる</td></tr></tbody></table>"	"<div>JP: 階段から落ちそうになった。
EN: I almost fell down the stairs.</div><div>JP: 彼女の美しい笑顔に、彼は秘密を話しそうになった。
EN: He was on the verge of telling the secret because of her beautiful smile.</div><div>JP: 泣きそうになるのを必死でこらえた。
EN: I desperately held back from almost crying.</div><div>JP: 宿題が多すぎて、途中で諦めそうになった。
EN: There was so much homework that I was about to give up halfway through.</div><div>JP: あまりの寒さに、風邪をひきそうになる。
EN: It's so cold that I feel like I'm about to catch a cold.</div><div>JP: 車にひかれそうになったが、間一髪で助かった。
EN: I was almost run over by a car, but I was saved at the very last second.</div><div>JP: 彼の話が退屈で、眠りそうになった。
EN: His story was so boring that I almost fell asleep.</div><div>JP: 締め切りに遅れそうになって、本当に焦った。
EN: I was about to miss the deadline, so I really panicked.</div>"				そうに(?:なって|ならない|なれば|なれる|なれば|なった|なろう|なり|なる)
1781408762056	conceptverbs N4 secondfilter	4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">つける/づける</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"	"JP: 挑発するが如くドラムが加速すれば、喰らいつくようにギターが弦をかき鳴らし肉薄していく。ともすれば崩れてしまいそうなところをスラップベースが<b>叱りつける</b>。<br>EN: As the drums accelerate provocatively, the guitar strums its strings furiously as if snapping back, closing the distance. Whenever everything feels on the verge of collapsing, the slap bass reins it in with a scolding snap.

JP: 静謐に満ちた室内を打ち壊すように、<b>叩きつける</b>ような風が窓を打った。<br>EN: As if to shatter the tranquility filling the room, a buffeting wind slammed against the window.

JP: 薄目で<b>睨めつける</b>ようにしてそいつの面を拝んでやると、見慣れた小動物系男子がふるふるしていてとても可愛い。息せき切って教室に入ってきたのは、「ほんとお前は免許取らないほうがいい、ただ俺の運転する車でずっと助手席に座っていてほしい……オブジイヤー」戸塚彩加だった。<br>EN: When I squinted, gazing intently at his face, I found a familiar small-animal-like boy trembling away—he was just way too cute. The one who had rushed into the classroom out of breath was Saika Totsuka, the ""You really shouldn't get a driver's license, I just want you to sit in the passenger seat of the car I'm driving forever... of the year"" award winner.

JP: 先生はクリップボードに何事か<b>書きつける</b>と、さて、と俺に向き直る。<br>EN: The teacher jotted something down on her clipboard and turned back to face me with a ""Now then.""

JP: そうすれば他の奴に<b>押しつける</b>ことができたのに！<br>EN: If only I had, I could have pushed the job onto someone else!

JP: 陽乃さんが雪ノ下より怖いのはこの落差であり、何より、自身の黒い感情を隠さずに<b>見せつける</b>ところにある。<br>EN: What makes Haruno-san scarier than Yukinoshita is this sheer contrast, and above all, the way she openly flaunts her dark emotions without a shred of concealment.

JP: 壁に耳を<b>つける</b>。<br>EN: Press one's ear against the wall.

JP: 物事の善悪にけじめを<b>つける</b>。<br>EN: Draw a clear line between right and wrong."				(?:つ|付|突|着|就|憑|吐|衝|搗|築|告|点|従|随|づ|したが)け(?:る|ない|て|た|よう|られる|れば|たら|ている|ます|れる|させる|させられる|ろ)?
1781409970959	conceptverbs N4 secondfilter	4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">つく/づく</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"	"JP: 「うん、そういう方向性もありだと思う。それにガチのものだったらこういう場所に出さないし……。私もそれくらいの区別は<b>つく</b>から！」<br>EN: ""Yeah, I think that kind of direction is fine too. Besides, if it were the real deal, they wouldn't put it out in a place like this... I can at least tell that much apart!""

JP: バランスを崩し、慌てて足を<b>つく</b>。<br>EN: I lost my balance and hurriedly planted my feet on the ground.

JP: 要するに、その六割の連中は空気を読んで、どちらに<b>つく</b>か考える。<br>EN: In short, those sixty percent read the room and weigh which side to take.

JP: まぁ、そんなことまで気を回す奴なんてそう多くいるわけもなく、誰の発案であるかはだいたい想像が<b>つく</b>。<br>EN: Well, it's not like there are many people who would spend their energy worrying about that sort of thing, so I can easily guess whose idea it was.

JP: それもちゃんと目に<b>つく</b>ところだ。<br>EN: And it's right there in a spot that clearly catches the eye."				(?:つ|付|突|着|就|憑|吐|衝|搗|築|告|点|従|随|づ|したが)(?:き|く|かない|いて(?:いる)?|いた(?:ら|り)?|こう|きます|けば|かれる|かせる|ける|け)
1781411858759	conceptverbs N4 secondfilter	4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone/FixedNounVerbPair)		[3:かける (half-; not yet finished; in the middle of~)|nid1775895481208]<br>[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">かける</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"	"JP: 雪ノ下が声を<b>かける</b>と、遠慮がちに扉が開かれる。<br>EN: When Yukinoshita called out to them, the door opened hesitantly.

JP: やっぱりみんなに迷惑<b>かける</b>のが一番まずいっていうか、失敗したくないじゃない？<br>EN: After all, causing trouble for everyone is the absolute worst, and nobody wants to fail, right?

JP: さらにそれに拍車を<b>かける</b>ように小芝居が始まった。<br>EN: As if to spur things on even further, a little charade began.

JP: 会議室に集まった文実メンバーを見渡して、相模が号令を<b>かける</b>。<br>EN: Looking out over the festival committee members gathered in the conference room, Sagami gave the command.

JP: 俺が扉に手を<b>かける</b>と周囲の人たちも場所を開けてくれる。<br>EN: The moment I put my hand on the door, the people around me cleared a path.

JP: 言うと葉山ははっと我に返り、俺に微笑み<b>かける</b>。<br>EN: At my words, Hayama snapped back to reality and flashed a smile my way.

JP: 歩きながら電話を<b>かける</b>。<br>EN: Making a phone call while walking.

JP: エントランスから雪ノ下の部屋に呼び出しを<b>かける</b>。<br>EN: Buzzing Yukinoshita's room from the entrance lobby.

JP: 札を<b>かける</b>と俺は受付の長机を扉前に移動させ、これ以上は入れないよう封鎖する。<br>EN: After hanging up the sign, I dragged the long reception desk in front of the door, sealing it off so nobody else could get in.

JP: 雪ノ下雪乃は一つ一つの教室をゆっくり時間を<b>かける</b>ようにして眺めていた。<br>EN: Yukino Yukinoshita looked out over each and every classroom, deliberately taking her time.

JP: 鍵を<b>かける</b>と、見かけ上はロックされているように見えるのだが、力を<b>かけ</b>て引っ張ると外れてしまう。<br>EN: When you lock it, it seems secure at first glance, but if you apply some force and pull, it just snaps right open."				(?:か|罹|斯|掛|懸|架|賭|駆|翔|欠)け(?:る|ない|て|た|よう|られ(?:る)?|れば|たら|ている|ます|れる|させる|させられる|ろ)?
1781411865451	conceptverbs minlong3 N4 secondfilter	4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">かかる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"	"JP: そうなると途中で抜ける際の引き継ぎだったりで手間も<b>かかる</b>しミスも出る。<br>EN: If that happens, handling the handover when pulling out halfway through takes extra effort, and mistakes are bound to happen.

JP: 号令が<b>かかる</b>と文実メンバーが口々にお疲れお疲れと言い合って席を離れていく。<br>EN: Once the dismissal was called, the committee members left their seats, trading casual ""good jobs"" with one another.

JP: 静かな空間では人の咳払いも気に<b>かかる</b>。<br>EN: In a quiet space, even someone clearing their throat weighs on your mind.

JP: だが、副委員長がそんなことを許すはずもなく、さっそく代表者を呼び出しに<b>かかる</b>。<br>EN: But there was no way the vice chairwoman would allow that, and she immediately set about calling out the representatives.

JP: 相模が望んでいるであろう言葉を真摯に伝え、説得に<b>かかる</b>。<br>EN: Earnestly delivering the exact words Sagami was likely hoping to hear, he set to work persuading her.

JP: ステージ、舞台裏、音響映像機材、それらの撤収作業に<b>かかる</b>。<br>EN: We set to work tearing down the stage, backstage area, and audio-visual equipment.

JP: 医者に<b>かかる</b>。<br>EN: To see a doctor."				(?:か|罹|斯|掛|懸|架|賭|駆|翔|欠)か(?:る|らない|って(?:いる)?|った(?:ら|り)?|ろう|られ(?:る)?|り(?:ます)?|れば|れる|らせる)
1782063276925	minlong3 minlong4 minlong5 minlong6 N4 secondfilter ように・と	4:ようにして (describing how action is performed)		Link Connection (2026-04-11 21:16) [4:ようにする (to try to; to make sure that ~)|nid1775895481809]&nbsp;		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">ようにして</td></tr><tr><td>Verb (ない form)</td></tr></tbody></table>"					(?:ない|む|ぐ|る|す|く|ぶ|ぬ|う|た)ようにして
1782096055147	conceptverbs N4 secondfilter	4:入れる&nbsp;((transitive conotation) put in/insert/include/activate/allow entry/apply.../FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">入れる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:淹|容|居|入|い)れ(?:る|られる|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)?
1782096235159	conceptverbs N4 secondfilter	4:入る ((intransitive conotation) enter/fit/join/turn on/be obtained/contain..., はいる(modern)いる(classic)/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">入る</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:淹|容|居|入)(?:る|れ|って(?:いる)?|らない|られる|った(?:ら|り)?|ろう|ります|れば|らせる|り)
1782097467399	conceptverbs N4 secondfilter	4:とる&nbsp;((transitive connotation) denotes what is done to physically or conceptually claim, isolate, or separate an entity from its context/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">とる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:取|執|採|撮|録|捕|穫|摂|盗|と)(?:る|られる|れる|って(?:いる)?|った(?:ら|り)?|らない|ろう|ります|れば|らせる|り)
1782097554422	conceptverbs N4 secondfilter	4:おく&nbsp;(denotes what is done to set an entity in a specific location, status, or persistent state/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">おく</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:置|擱|お)(?:く|かれる|ける|いて(?:いる)?|いた(?:ら|り)?|かない|こう|きます|けば|かせる)
1782097720642	conceptverbs minlong3 N4 secondfilter	4:上がる&nbsp;((intransitive connotation) denotes what happens to a subject as it moves upward, reaches completion, or transitions to an elevated state/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">上がる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:上|揚|挙|登|あ)が(?:る|られ|れる|って|った|らない|ろう|れば|らせ|り)
1782097899429	conceptverbs minlong3 N4 secondfilter	4:上げる&nbsp;((transitive connotation) denotes what is done to actively raise, offer, or finalize an entity to a higher level or state of completion/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">上げる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:上|揚|挙|登)げ|アゲ|あげ)(?:る|られる|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782098767850	conceptverbs N4 secondfilter	4:振る (the act of initiating movement, selecting an element, or displacing something from its original position or state to redirect, transform, or reassign it/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">振る</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:振|降|ふ)(?:る|られる|れる|って(?:いる)?|った(?:ら|り)?|らない|ろう|ります|れば|らせる|り)
1782099038773	conceptverbs N4 secondfilter	4:立つ ((intransitive connotation) denotes what happens to a subject as it rises upright, becomes manifest, or maintains functional validity/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">立つ</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:立|閉|起|勃|発|た)(?:つ|たれる|てる|って(?:いる)?|った(?:ら|り)?|たない|とう|ちます|てば|たら|たせる|ち)
1782099193716	conceptverbs minlong3 N4 secondfilter	4:立てる ((transitive connotation) denotes what is done to set an entity upright, formulate a structure, or assert a status/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">立てる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:立|閉)て|たて)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782099377640	conceptverbs N4 secondfilter	4:打つ (denotes what is done to deliver a targeted contact, inject a substance, or initiate a strategic action/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">打つ</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:打|撃|討|拍|撲|う)(?:つ|たれる|てる|って(?:いる)?|った(?:ら|り)?|たない|とう|ちます|てば|たら|たせる|ち)
1782099466279	conceptverbs minlong3 N4 secondfilter	4:とれる ((intransitive connotation) denotes what is naturally obtained, detached, or interpreted as a result or possibility/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">とれる</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:(?:取|執|採|撮|録|捕|穫|摂|盗|獲)れ|とれ)(?:る|られる|れて|て|ない|た|よう|れば|たら|ている|ます|れる|させる|させられる|ろ)
1782099597532	conceptverbs N4 secondfilter	4:ひく ((transitive connotation) denotes what is done to pull an entity closer, map a path, or diminish a value/FixedNounVerbPair)		[1:まくる (to do over and over again; to do relentlessly)|nid1775895481289]<br>Manual Link Connection (2026-06-14 13:41)<br>[4:かかる ((intransitive conotation) take/cost/involve/appear...., denotes&nbsp;what is required or what happens to something)|nid1781411865451]<br>[4:かける ((transitive conotation) hang/attach/apply/allocate/call/affect..., denotes&nbsp;what is do to something or someone)|nid1781411858759]<br>[4:つく/づく&nbsp;((intransitive conotation) physically・mentally・conceptually connect/attach)|nid1781409970959]<br>[4:つける/づける ((transitive conotation) physically・mentally・conceptually connect/attach)|nid1781408762056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun PLUS Particle</td><td rowspan=""2"">ひく</td></tr><tr><td>Verb (masu stem)</td></tr></tbody></table>"					(?:引|弾|曳|牽|惹|抽|退|ひ)(?:く|かれる|ける|いて(?:いる)?|いた(?:ら|り)?|かない|こう|きます|けば|かせる|き)
